,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.5,0.2541507024265645,0.14285714285714285,0.08264462809917356,0.1276595744680851,0.1517150395778364,0.22442244224422442,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.03571428571428571,0.1111111111111111
1,0.5,0.44699872286079184,0.14285714285714285,0.20385674931129477,0.2458628841607565,0.22691292875989444,0.3828382838283828,0.25,0.0,0.2,0.0,0.0,0.125,0.0,0.1111111111111111,0.1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.30000000000000004,0.0,0.03571428571428571,0.4444444444444444
2,0.25,0.47509578544061304,0.09523809523809523,0.1928374655647383,0.2033096926713948,0.28496042216358836,0.3366336633663366,0.5,0.06666666666666667,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.2,0.0,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.1,0.0,0.0,0.3333333333333333
3,0.5,0.210727969348659,0.09523809523809523,0.16804407713498623,0.07328605200945626,0.09630606860158311,0.231023102310231,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.1,0.0,0.0,0.1111111111111111
4,0.5,0.23499361430395915,0.14285714285714285,0.11294765840220386,0.07328605200945626,0.14775725593667546,0.22442244224422442,0.0,0.13333333333333333,0.0,0.0,0.0,0.375,0.0,0.1111111111111111,0.1,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.1,0.0,0.0,0.4444444444444444
5,0.75,0.3371647509578544,0.14285714285714285,0.15151515151515152,0.14184397163120566,0.19656992084432717,0.29372937293729373,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.1111111111111111
6,0.25,0.28991060025542786,0.14285714285714285,0.14325068870523416,0.11347517730496454,0.16754617414248021,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3333333333333333
7,0.5,0.35249042145593873,0.14285714285714285,0.10192837465564739,0.17494089834515367,0.21767810026385223,0.2739273927392739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.2222222222222222
8,0.0,0.3116219667943806,0.14285714285714285,0.11570247933884298,0.1796690307328605,0.16622691292875988,0.22112211221122113,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1111111111111111,0.0,0.0,0.25,0.5,0.16666666666666666,0.0,0.0,0.4,0.0,0.0,0.3333333333333333
9,0.5,0.29757343550447,0.14285714285714285,0.1322314049586777,0.0851063829787234,0.19656992084432717,0.17491749174917492,0.25,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6666666666666666,0.14285714285714285,0.1,0.0,0.0,0.3333333333333333
10,0.0,0.19029374201787996,0.09523809523809523,0.12396694214876033,0.05437352245862884,0.10686015831134564,0.056105610561056105,0.0,0.06666666666666667,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
11,0.75,0.2835249042145594,0.14285714285714285,0.162534435261708,0.0851063829787234,0.16754617414248021,0.24752475247524752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
12,0.5,0.2835249042145594,0.19047619047619047,0.12672176308539945,0.11347517730496454,0.16886543535620052,0.2838283828382838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.1,0.0,0.0,0.2222222222222222
13,0.0,0.16219667943805877,0.14285714285714285,0.046831955922865015,0.09692671394799054,0.09102902374670184,0.099009900990099,0.0,0.13333333333333333,0.2,0.0,0.0,0.125,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0
14,0.5,0.25159642401021715,0.14285714285714285,0.11570247933884298,0.09456264775413711,0.1517150395778364,0.18811881188118812,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2222222222222222
15,0.75,0.3703703703703704,0.14285714285714285,0.18732782369146006,0.11583924349881797,0.22823218997361477,0.2871287128712871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.10714285714285714,0.2222222222222222
16,0.75,0.5031928480204343,0.19047619047619047,0.1652892561983471,0.17494089834515367,0.34300791556728233,0.3795379537953795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.2,0.0,0.0,0.1111111111111111
17,0.25,0.40229885057471265,0.14285714285714285,0.22038567493112948,0.13238770685579196,0.23614775725593667,0.3696369636963696,0.5,0.13333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.0,0.0,0.1111111111111111
18,0.0,0.24265644955300128,0.09523809523809523,0.10192837465564739,0.14657210401891252,0.12005277044854881,0.24422442244224424,0.5,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2,0.0,0.16666666666666666,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.03571428571428571,0.4444444444444444
19,0.25,0.3384418901660281,0.23809523809523808,0.06611570247933884,0.10638297872340426,0.25857519788918204,0.37623762376237624,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2222222222222222
